Rank,Player,Country,Stat,Stat Category,Year
655,Alfie Busby,ENG,47.91%,Pcnt Legs Won,2023
656,Keanu van Velzen,NED,47.84%,Pcnt Legs Won,2023
657,Phil Coward,ENG,47.79%,Pcnt Legs Won,2023
658,Michael Huntley,WAL,47.76%,Pcnt Legs Won,2023
659,David Davies,WAL,47.75%,Pcnt Legs Won,2023
660,Peter Strbik,HUN,47.74%,Pcnt Legs Won,2023
661,Petros Christodoulou,CYP,47.72%,Pcnt Legs Won,2023
662,Stu Wilson,ENG,47.69%,Pcnt Legs Won,2023
663,Tom Garfield,ENG,47.56%,Pcnt Legs Won,2023
664,Simeon Heinz,GER,47.52%,Pcnt Legs Won,2023
665,Ondrej Frystacky,CZE,47.51%,Pcnt Legs Won,2023
666,Neil Parry,WAL,47.49%,Pcnt Legs Won,2023
667,Vegard Elvevoll,NOR,47.4%,Pcnt Legs Won,2023
668,Josh Payne,ENG,47.39%,Pcnt Legs Won,2023
669,Christian Schmidt,GER,47.39%,Pcnt Legs Won,2023
670,Ryan van der Weit,USA,47.37%,Pcnt Legs Won,2023
671,Mason Whitlock,ENG,47.33%,Pcnt Legs Won,2023
672,Keenan Thomas,WAL,47.29%,Pcnt Legs Won,2023
673,Kevin Rothweiler,GER,47.22%,Pcnt Legs Won,2023
674,Ronny Huybrechts,BEL,47.19%,Pcnt Legs Won,2023
675,Karel Sedláček,CZE,47.19%,Pcnt Legs Won,2023
676,Andrew Houghton,ENG,47.15%,Pcnt Legs Won,2023
677,Mervyn King,ENG,47.15%,Pcnt Legs Won,2023
678,Kevin Lowe,ENG,47.14%,Pcnt Legs Won,2023
679,Scott Campbell,SCO,47.06%,Pcnt Legs Won,2023
680,Darius Labanauskas,LTH,47.05%,Pcnt Legs Won,2023
681,Fabian Schmutzler,GER,47.05%,Pcnt Legs Won,2023
682,Krzysztof Kciuk,POL,47%,Pcnt Legs Won,2023
683,Brandon Western,ENG,46.99%,Pcnt Legs Won,2023
684,George Killington,ENG,46.94%,Pcnt Legs Won,2023
685,Vincent van der Voort,NED,46.92%,Pcnt Legs Won,2023
686,Nigel Peden,NIR,46.92%,Pcnt Legs Won,2023
687,Charlie Martin,ENG,46.89%,Pcnt Legs Won,2023
688,Jamie Durrant,ENG,46.86%,Pcnt Legs Won,2023
689,Stephan Cobau,GER,46.83%,Pcnt Legs Won,2023
690,Keaton Williams,ENG,46.79%,Pcnt Legs Won,2023
691,Peter Burgoyne,ENG,46.78%,Pcnt Legs Won,2023
692,Patrick Maat,NED,46.77%,Pcnt Legs Won,2023
693,Remo Mandiau,BEL,46.76%,Pcnt Legs Won,2023
694,Fred Box,ENG,46.75%,Pcnt Legs Won,2023
695,Ben Phillips,ENG,46.72%,Pcnt Legs Won,2023
696,Joey Lynaugh,USA,46.69%,Pcnt Legs Won,2023
697,Marvin van Velzen,NED,46.61%,Pcnt Legs Won,2023
698,Benito van de Pas,NED,46.56%,Pcnt Legs Won,2023
699,Rowby-John Rodriguez,AUT,46.43%,Pcnt Legs Won,2023
700,Heikki Hyvonen,FIN,46.43%,Pcnt Legs Won,2023
701,Dylan Tuite,IRL,46.43%,Pcnt Legs Won,2023
702,Pat Scurfield,ENG,46.43%,Pcnt Legs Won,2023
703,Trina Gulliver,ENG,46.4%,Pcnt Legs Won,2023
704,Steven Plumstead,,46.38%,Pcnt Legs Won,2023
705,Lee Barrow,ENG,46.34%,Pcnt Legs Won,2023
706,John Cook,WAL,46.29%,Pcnt Legs Won,2023
707,Sabrina Jongenotter,NED,46.26%,Pcnt Legs Won,2023
708,Pete Burgoyne,ENG,46.24%,Pcnt Legs Won,2023
709,Adam Warner,ENG,46.19%,Pcnt Legs Won,2023
710,John Brown,ENG,46.18%,Pcnt Legs Won,2023
711,Nathan Potter,ENG,46.08%,Pcnt Legs Won,2023
712,Joshua Burksfield,ENG,46.06%,Pcnt Legs Won,2023
713,Steve Hanley,NZL,46.05%,Pcnt Legs Won,2023
714,Adam Smith-Neale,ENG,46.02%,Pcnt Legs Won,2023
715,Gary Stafford,ENG,45.92%,Pcnt Legs Won,2023
716,Daniel Grochotzky,GER,45.91%,Pcnt Legs Won,2023
717,Christopher Wickenden,,45.89%,Pcnt Legs Won,2023
718,Richie Burnett,WAL,45.89%,Pcnt Legs Won,2023
719,Corey Fortington,AUS,45.87%,Pcnt Legs Won,2023
720,Torbjorn Gustafsson,FIN,45.83%,Pcnt Legs Won,2023
721,Adam Atkinson,ENG,45.83%,Pcnt Legs Won,2023
722,Sergio Krassen,ITA,45.79%,Pcnt Legs Won,2023
723,Vladimir Andersen,DEN,45.77%,Pcnt Legs Won,2023
724,Jeff Smith,CAN,45.75%,Pcnt Legs Won,2023
725,James Wilson,ENG,45.71%,Pcnt Legs Won,2023
726,Diogo Portela,BRA,45.65%,Pcnt Legs Won,2023
727,Brian Raman,BEL,45.64%,Pcnt Legs Won,2023
728,Viani van den Bergh,BEL,45.62%,Pcnt Legs Won,2023
729,Ted Evetts,ENG,45.58%,Pcnt Legs Won,2023
730,Paul Anderson,SCO,45.53%,Pcnt Legs Won,2023
731,Jacob Turvey,AUS,45.49%,Pcnt Legs Won,2023
732,Sean Ryan,SCO,45.42%,Pcnt Legs Won,2023
733,Dieter Van Ham,BEL,45.42%,Pcnt Legs Won,2023
734,Liam McDonell,AUS,45.41%,Pcnt Legs Won,2023
735,Coby Jones-Swanson,ENG,45.17%,Pcnt Legs Won,2023
736,Robbie Knops,BEL,45.14%,Pcnt Legs Won,2023
737,Adam Jenkinson,ENG,45.12%,Pcnt Legs Won,2023
738,Matt Caste,ENG,45.12%,Pcnt Legs Won,2023
739,Shane Price,ENG,45.12%,Pcnt Legs Won,2023
740,Benjamin Johnson,,45%,Pcnt Legs Won,2023
741,Chloe O’Brien,,44.88%,Pcnt Legs Won,2023
742,Robert Owen,WAL,44.87%,Pcnt Legs Won,2023
743,Dirk Langhoff,GER,44.83%,Pcnt Legs Won,2023
744,Crissy Manley,ENG,44.63%,Pcnt Legs Won,2023
745,Callum Goffin,WAL,44.62%,Pcnt Legs Won,2023
746,Vinay Ramnath,NED,44.54%,Pcnt Legs Won,2023
747,Lewis Williams,WAL,44.44%,Pcnt Legs Won,2023
748,Laura Patton,ENG,44.39%,Pcnt Legs Won,2023
749,Mark Wortley,AUS,44.35%,Pcnt Legs Won,2023
750,Daniel Day,ENG,44.3%,Pcnt Legs Won,2023
751,Kevin Knopf,GER,44.29%,Pcnt Legs Won,2023
752,John Wightman,ENG,44.26%,Pcnt Legs Won,2023
753,Danny van Trijp,NED,44.21%,Pcnt Legs Won,2023
754,Jordy Van den Broek,NED,44%,Pcnt Legs Won,2023
755,David Rosi,CZE,43.84%,Pcnt Legs Won,2023
756,Marcel Althaus,GER,43.83%,Pcnt Legs Won,2023
757,Justin Fawcett,CAN,43.78%,Pcnt Legs Won,2023
758,Par Riihonen,SWE,43.73%,Pcnt Legs Won,2023
759,Robert Nelson,,43.73%,Pcnt Legs Won,2023
760,Clayton Collins,AUS,43.64%,Pcnt Legs Won,2023
761,Hallgrimur Egilsson,ISL,43.49%,Pcnt Legs Won,2023
762,Silke Lowe,GER,43.46%,Pcnt Legs Won,2023
763,Michael Stoeten,NED,43.4%,Pcnt Legs Won,2023
764,José Justicia,ESP,43.26%,Pcnt Legs Won,2023
765,Darren Williams,ENG,43.1%,Pcnt Legs Won,2023
766,Sem Devoght,BEL,43.07%,Pcnt Legs Won,2023
767,Darren Webster,ENG,43.04%,Pcnt Legs Won,2023
768,Darren O Neill,ENG,43.02%,Pcnt Legs Won,2023
769,Daniel Sim,AUS,43.02%,Pcnt Legs Won,2023
770,Ross Montgomery,SCO,42.86%,Pcnt Legs Won,2023
771,Jimmy Hendriks,NED,42.81%,Pcnt Legs Won,2023
772,Hannah Meek,ENG,42.79%,Pcnt Legs Won,2023
773,Wojciech Brulinski,POL,42.79%,Pcnt Legs Won,2023
774,Jordan Boyce,NIR,42.73%,Pcnt Legs Won,2023
775,Miroslaw Grudziecki,POL,42.68%,Pcnt Legs Won,2023
776,Geert Nentjes,NED,42.67%,Pcnt Legs Won,2023
777,Dylan Van Lierop,NED,42.67%,Pcnt Legs Won,2023
778,Luc Snels,BEL,42.51%,Pcnt Legs Won,2023
779,Tony Martinez,ESP,42.42%,Pcnt Legs Won,2023
780,Jacques Labre,FRA,42.38%,Pcnt Legs Won,2023
781,Kevin Burness,NIR,42.23%,Pcnt Legs Won,2023
782,Petur Rudrik Gudmundsson,ISL,42.08%,Pcnt Legs Won,2023
783,Dominik Nebe,GER,42.01%,Pcnt Legs Won,2023
784,Josie Paterson,ENG,41.9%,Pcnt Legs Won,2023
785,Ryan Palmer,ENG,41.82%,Pcnt Legs Won,2023
786,John Part,CAN,41.54%,Pcnt Legs Won,2023
787,Jonas Aplowski,GER,41.51%,Pcnt Legs Won,2023
788,Grant Brown,ENG,41.42%,Pcnt Legs Won,2023
789,Marius Brink,GER,41.01%,Pcnt Legs Won,2023
790,Gary Jackson,ENG,41%,Pcnt Legs Won,2023
791,Jonathan Parvaneh,GER,40.89%,Pcnt Legs Won,2023
792,Ben Kara-Wheeler,NZL,40.59%,Pcnt Legs Won,2023
793,James Green,ENG,40.57%,Pcnt Legs Won,2023
794,Ben Quenby,ENG,40.37%,Pcnt Legs Won,2023
795,Michael Ladefoged,DEN,40.36%,Pcnt Legs Won,2023
796,Damian Mol,NED,40.3%,Pcnt Legs Won,2023
797,Tony O Shea,ENG,40.22%,Pcnt Legs Won,2023
798,John O Shea,IRL,40.07%,Pcnt Legs Won,2023
799,Shaun Wilkinson,ENG,39.86%,Pcnt Legs Won,2023
800,Joe Murnan,ENG,39.8%,Pcnt Legs Won,2023
801,Barrie Bates,WAL,39.06%,Pcnt Legs Won,2023
802,Tori Kewish,AUS,38.39%,Pcnt Legs Won,2023
803,Billy Warriner,ENG,38.24%,Pcnt Legs Won,2023
804,Karl Helgi Jonsson,ISL,38.04%,Pcnt Legs Won,2023
805,Jarrad Thomas,,37.93%,Pcnt Legs Won,2023
806,Janis Mustafejevs,LTV,37.74%,Pcnt Legs Won,2023
807,Daniel Smith,ENG,37.4%,Pcnt Legs Won,2023
808,Moritz Richter,GER,37.39%,Pcnt Legs Won,2023
809,Lee Grace,ENG,37.34%,Pcnt Legs Won,2023
810,Devon Petersen,RSA,35.7%,Pcnt Legs Won,2023
811,Jamie Clark,SCO,35.57%,Pcnt Legs Won,2023
812,Luc Peters,NED,35.48%,Pcnt Legs Won,2023
813,Patrick Heitmueller,GER,35.48%,Pcnt Legs Won,2023
814,Steven Inkpen,WAL,33.47%,Pcnt Legs Won,2023
815,Chris Hogg,ENG,33.47%,Pcnt Legs Won,2023
816,Jimmy McKirdy,SCO,32.42%,Pcnt Legs Won,2023
817,Tony Henry,NZL,32.14%,Pcnt Legs Won,2023
818,Jacob Thompson,NZL,31.92%,Pcnt Legs Won,2023
819,Nick Fullwell,ENG,31.87%,Pcnt Legs Won,2023
820,Mohamed Daniel Shorbaji,GER,31.75%,Pcnt Legs Won,2023
821,Jake Carter,ENG,30.23%,Pcnt Legs Won,2023
822,Josh Newton,,29.17%,Pcnt Legs Won,2023
823,Katrina Bates,NZL,22.94%,Pcnt Legs Won,2023
801,Barrie Bates,WAL,39.06%,Pcnt Legs Won,2023
802,Tori Kewish,AUS,38.39%,Pcnt Legs Won,2023
803,Billy Warriner,ENG,38.24%,Pcnt Legs Won,2023
804,Karl Helgi Jonsson,ISL,38.04%,Pcnt Legs Won,2023
805,Jarrad Thomas,,37.93%,Pcnt Legs Won,2023
806,Janis Mustafejevs,LTV,37.74%,Pcnt Legs Won,2023
807,Daniel Smith,ENG,37.4%,Pcnt Legs Won,2023
808,Moritz Richter,GER,37.39%,Pcnt Legs Won,2023
809,Lee Grace,ENG,37.34%,Pcnt Legs Won,2023
810,Devon Petersen,RSA,35.7%,Pcnt Legs Won,2023
811,Jamie Clark,SCO,35.57%,Pcnt Legs Won,2023
812,Luc Peters,NED,35.48%,Pcnt Legs Won,2023
813,Patrick Heitmueller,GER,35.48%,Pcnt Legs Won,2023
814,Steven Inkpen,WAL,33.47%,Pcnt Legs Won,2023
815,Chris Hogg,ENG,33.47%,Pcnt Legs Won,2023
816,Jimmy McKirdy,SCO,32.42%,Pcnt Legs Won,2023
817,Tony Henry,NZL,32.14%,Pcnt Legs Won,2023
818,Jacob Thompson,NZL,31.92%,Pcnt Legs Won,2023
819,Nick Fullwell,ENG,31.87%,Pcnt Legs Won,2023
820,Mohamed Daniel Shorbaji,GER,31.75%,Pcnt Legs Won,2023
821,Jake Carter,ENG,30.23%,Pcnt Legs Won,2023
822,Josh Newton,,29.17%,Pcnt Legs Won,2023
823,Katrina Bates,NZL,22.94%,Pcnt Legs Won,2023
1,Johan Geldenhuys,RSA,75.47%,Pcnt Legs Won,2024
2,Beau Greaves,ENG,73.06%,Pcnt Legs Won,2024
3,Cameron Carolissen,RSA,72.09%,Pcnt Legs Won,2024
4,Alain Abiabi,PHI,71.71%,Pcnt Legs Won,2024
5,Carl Gabriel,RSA,69.94%,Pcnt Legs Won,2024
6,Danny Porter,AUS,69.43%,Pcnt Legs Won,2024
7,John Hurring,NZL,69.14%,Pcnt Legs Won,2024
8,Mark Cleaver,NZL,68.91%,Pcnt Legs Won,2024
9,Dean Naude,RSA,67.78%,Pcnt Legs Won,2024
10,Graham Filby,RSA,67.74%,Pcnt Legs Won,2024
11,Kayden Milne,NZL,67.18%,Pcnt Legs Won,2024
12,Jonny Tata,NZL,67.13%,Pcnt Legs Won,2024
13,Bradley Kirk,ENG,67.09%,Pcnt Legs Won,2024
14,Josh Walters,NZL,66.86%,Pcnt Legs Won,2024
15,Carl Wilkinson,ENG,66.67%,Pcnt Legs Won,2024
16,Sybren Gijbels,BEL,66.52%,Pcnt Legs Won,2024
17,Man Lok Leung,,66.37%,Pcnt Legs Won,2024
18,Robyn Byrne,IRL,65.61%,Pcnt Legs Won,2024
19,Paige Pauling,ENG,65.44%,Pcnt Legs Won,2024
20,Nitin Kumar,IND,65.36%,Pcnt Legs Won,2024
21,Zong Xiaochen,CHN,65.17%,Pcnt Legs Won,2024
22,Motomu Sakai,JPN,64.95%,Pcnt Legs Won,2024
23,Gemma Hayter,ENG,64.94%,Pcnt Legs Won,2024
24,Thomas Junghans,SUI,64.73%,Pcnt Legs Won,2024
25,Tomoya Goto,JPN,64.71%,Pcnt Legs Won,2024
26,Charlie Manby,ENG,64.65%,Pcnt Legs Won,2024
27,Jaymie Hilton-Jones,NZL,64.52%,Pcnt Legs Won,2024
28,Rhian O Sullivan,WAL,64.5%,Pcnt Legs Won,2024
29,Joe Comito,AUS,64.45%,Pcnt Legs Won,2024
30,Alexis Toylo,PHI,64.36%,Pcnt Legs Won,2024
31,Jacob Taylor,CAN,64.32%,Pcnt Legs Won,2024
32,Lourence Ilagan,PHI,64.24%,Pcnt Legs Won,2024
33,Simon Adams,RSA,64.11%,Pcnt Legs Won,2024
34,Seigo Asada,JPN,64%,Pcnt Legs Won,2024
35,Ben Robb,NZL,63.98%,Pcnt Legs Won,2024
36,Ryuta Arihara,JPN,63.93%,Pcnt Legs Won,2024
37,Niko Springer,GER,63.89%,Pcnt Legs Won,2024
38,Ryusei Azemoto,JPN,63.79%,Pcnt Legs Won,2024
39,Paul Lim,SNG,63.69%,Pcnt Legs Won,2024
40,Fallon Sherrock,ENG,63.51%,Pcnt Legs Won,2024
41,Kirsi Viinikainen,FIN,63.47%,Pcnt Legs Won,2024
42,Lorraine Winstanley,ENG,63.46%,Pcnt Legs Won,2024
43,Jason Brandon,USA,63.39%,Pcnt Legs Won,2024
44,Leonard Gates,USA,63.37%,Pcnt Legs Won,2024
45,Mitsuhiko Tatsunami,JPN,63.29%,Pcnt Legs Won,2024
46,Aileen de Graaf,NED,63.25%,Pcnt Legs Won,2024
47,Deta Hedman,ENG,63.2%,Pcnt Legs Won,2024
48,Lorraine Hyde,SCO,63.16%,Pcnt Legs Won,2024
49,Wessel Nijman,NED,63.11%,Pcnt Legs Won,2024
50,Daniel Perry,ENG,62.85%,Pcnt Legs Won,2024
101,Vicky Pruim,SWE,59.84%,Pcnt Legs Won,2024
102,Alexander Masek,CZE,59.84%,Pcnt Legs Won,2024
103,Cam Crabtree,ENG,59.82%,Pcnt Legs Won,2024
104,Yuta Hayashi,JPN,59.8%,Pcnt Legs Won,2024
105,Tavis Dudeney,ENG,59.75%,Pcnt Legs Won,2024
106,Steph Clarke,ENG,59.75%,Pcnt Legs Won,2024
107,Noa-Lynn van Leuven,NED,59.72%,Pcnt Legs Won,2024
108,Paul Rowley,ENG,59.71%,Pcnt Legs Won,2024
109,Wesley Plaisier,NED,59.7%,Pcnt Legs Won,2024
110,Hipirini Te Whakaara,NZL,59.66%,Pcnt Legs Won,2024
111,Alex Spellman,USA,59.64%,Pcnt Legs Won,2024
112,Luke Humphries,ENG,59.63%,Pcnt Legs Won,2024
113,Rob Modra,AUS,59.53%,Pcnt Legs Won,2024
114,Andreas Harrysson,SWE,59.47%,Pcnt Legs Won,2024
115,Luke Littler,ENG,59.41%,Pcnt Legs Won,2024
116,Mal Cuming,AUS,59.39%,Pcnt Legs Won,2024
117,Charlie Stocks,ENG,59.37%,Pcnt Legs Won,2024
118,Roy Rietbergen,NED,59.31%,Pcnt Legs Won,2024
119,Harley Kemp,AUS,59.25%,Pcnt Legs Won,2024
120,Darren Johnson,ENG,59.25%,Pcnt Legs Won,2024
121,Darius Labanauskas,LTH,59.22%,Pcnt Legs Won,2024
122,Shusaku Nakamura,JPN,59.2%,Pcnt Legs Won,2024
123,Thomas Sykes,ENG,59.15%,Pcnt Legs Won,2024
124,Shane McGuirk,IRL,59.12%,Pcnt Legs Won,2024
125,Altantulkhuur Myagmarsuren,MGL,59%,Pcnt Legs Won,2024
126,Haruki Muramatsu,JPN,58.98%,Pcnt Legs Won,2024
127,Kirsty Hutchinson,ENG,58.95%,Pcnt Legs Won,2024
128,Corne Groeneveld,NED,58.93%,Pcnt Legs Won,2024
129,Gary Anderson,SCO,58.89%,Pcnt Legs Won,2024
130,John Henderson,SCO,58.89%,Pcnt Legs Won,2024
131,Moritz Hilger,GER,58.87%,Pcnt Legs Won,2024
132,Dave Cameron,CAN,58.75%,Pcnt Legs Won,2024
133,Richie Howson,ENG,58.7%,Pcnt Legs Won,2024
134,Dominik Gruellich,GER,58.68%,Pcnt Legs Won,2024
135,Connor Scutt,ENG,58.65%,Pcnt Legs Won,2024
136,Valters Melderis,LTV,58.61%,Pcnt Legs Won,2024
137,Tim Pusey,AUS,58.59%,Pcnt Legs Won,2024
138,Angela Kirkwood,ENG,58.54%,Pcnt Legs Won,2024
139,Thomas Banks,ENG,58.54%,Pcnt Legs Won,2024
140,Frank Bush,NZL,58.53%,Pcnt Legs Won,2024
141,Nicole Regnaud,NZL,58.52%,Pcnt Legs Won,2024
142,Stefaan Henderyck,BEL,58.49%,Pcnt Legs Won,2024
143,Martyn Turner,ENG,58.48%,Pcnt Legs Won,2024
144,Eve Watson,WAL,58.47%,Pcnt Legs Won,2024
145,Natalie Gilbert,ENG,58.43%,Pcnt Legs Won,2024
146,Yuya Higuchi,JPN,58.41%,Pcnt Legs Won,2024
147,Jarno Bottenberg,NED,58.38%,Pcnt Legs Won,2024
148,Marko Kantele,FIN,58.33%,Pcnt Legs Won,2024
149,Mike Huntley,,58.33%,Pcnt Legs Won,2024
150,Neuza Araujo,POR,58.33%,Pcnt Legs Won,2024
151,Michael Unterbuchner,GER,58.31%,Pcnt Legs Won,2024
152,Jack Male,ENG,58.21%,Pcnt Legs Won,2024
153,Keenan Thomas,WAL,58.15%,Pcnt Legs Won,2024
154,Lihao Wen,CHN,58.15%,Pcnt Legs Won,2024
155,Dave Ladley,ENG,58.14%,Pcnt Legs Won,2024
156,Christian Gödl,AUT,58.12%,Pcnt Legs Won,2024
157,Llew Bevan,WAL,58.1%,Pcnt Legs Won,2024
158,Alan Skayman,NZL,58.09%,Pcnt Legs Won,2024
159,Jimmy Bristow,ENG,58.06%,Pcnt Legs Won,2024
160,Jamie Roberts,NZL,58.02%,Pcnt Legs Won,2024
161,Anton Ostlund,SWE,57.91%,Pcnt Legs Won,2024
162,Andreas Toft Jorgensen,DEN,57.89%,Pcnt Legs Won,2024
163,Gary Mawson,USA,57.86%,Pcnt Legs Won,2024
164,Danny Jansen,NED,57.85%,Pcnt Legs Won,2024
165,Steve Gow,ENG,57.84%,Pcnt Legs Won,2024
166,Royden Lam,HKG,57.84%,Pcnt Legs Won,2024
167,Jeff Springer,USA,57.81%,Pcnt Legs Won,2024
168,Benjamin Pratnemer,SVN,57.79%,Pcnt Legs Won,2024
169,Marc Cossey,NZL,57.79%,Pcnt Legs Won,2024
170,Franz Rötzsch,GER,57.77%,Pcnt Legs Won,2024
171,Gian van Veen,NED,57.77%,Pcnt Legs Won,2024
172,Xanti Van Den Bergh,BEL,57.74%,Pcnt Legs Won,2024
173,Levy Frauenfelder,NED,57.73%,Pcnt Legs Won,2024
174,Viktor Tingstrom,SWE,57.73%,Pcnt Legs Won,2024
175,Josh Roberts,NZL,57.69%,Pcnt Legs Won,2024
176,Mareno Michels,NED,57.69%,Pcnt Legs Won,2024
177,Patrick Kovacs,HUN,57.69%,Pcnt Legs Won,2024
178,Paula Jacklin,ENG,57.65%,Pcnt Legs Won,2024
179,Jake Womack,,57.62%,Pcnt Legs Won,2024
180,Justin Smith,WAL,57.58%,Pcnt Legs Won,2024
181,Dustin Holt,USA,57.55%,Pcnt Legs Won,2024
182,Keane Barry,IRL,57.52%,Pcnt Legs Won,2024
183,Tytus Kanik,POL,57.47%,Pcnt Legs Won,2024
184,Ieuan Halsall,WAL,57.46%,Pcnt Legs Won,2024
185,Cameron Menzies,SCO,57.46%,Pcnt Legs Won,2024
186,Patrick Tringler,AUT,57.45%,Pcnt Legs Won,2024
187,Vitezslav Sedlak,CZE,57.42%,Pcnt Legs Won,2024
188,Nathan Rafferty,NIR,57.41%,Pcnt Legs Won,2024
189,Scott Mitchell,ENG,57.38%,Pcnt Legs Won,2024
190,Jim McEwan,SCO,57.32%,Pcnt Legs Won,2024
191,Vladimir Kovalev,GER,57.28%,Pcnt Legs Won,2024
192,James Beeton,ENG,57.27%,Pcnt Legs Won,2024
193,Johann Brouwer,NED,57.22%,Pcnt Legs Won,2024
194,Thomas Cromwell,ENG,57.21%,Pcnt Legs Won,2024
195,Oskar Lukasiak,SWE,57.21%,Pcnt Legs Won,2024
196,Martin Grearson,ENG,57.2%,Pcnt Legs Won,2024
197,Romeo Grbavac,CRO,57.17%,Pcnt Legs Won,2024
198,Katsuya Aiba,JPN,57.14%,Pcnt Legs Won,2024
199,Roman Benecky,CZE,57.14%,Pcnt Legs Won,2024
200,Mike De Decker,BEL,57.13%,Pcnt Legs Won,2024
201,Jamai van den Herik,NED,57.1%,Pcnt Legs Won,2024
202,Bailey White,ENG,57.03%,Pcnt Legs Won,2024
203,Jimmy van Schie,NED,57.02%,Pcnt Legs Won,2024
204,Lewis Gurney,ENG,57.02%,Pcnt Legs Won,2024
205,Stephen Bunting,ENG,57.01%,Pcnt Legs Won,2024
206,Max Dallimore,NZL,57%,Pcnt Legs Won,2024
207,Pim van Bijnen,NED,56.97%,Pcnt Legs Won,2024
208,Deon Toki,NZL,56.97%,Pcnt Legs Won,2024
209,Stu Irwin,NZL,56.94%,Pcnt Legs Won,2024
210,Damon Heta,AUS,56.89%,Pcnt Legs Won,2024
211,Tonni Sorensen,DEN,56.89%,Pcnt Legs Won,2024
212,Carl Wilson,ENG,56.85%,Pcnt Legs Won,2024
213,Mark Dudbridge,ENG,56.84%,Pcnt Legs Won,2024
214,Kurt Parry,WAL,56.83%,Pcnt Legs Won,2024
215,Lisa Ashton,ENG,56.83%,Pcnt Legs Won,2024
216,Jenson Walker,ENG,56.79%,Pcnt Legs Won,2024
217,Wendy Reinstadtler,ENG,56.7%,Pcnt Legs Won,2024
218,Matt Clark,ENG,56.69%,Pcnt Legs Won,2024
219,Gary Stone,SCO,56.67%,Pcnt Legs Won,2024
220,Sean Mckeon,IRL,56.64%,Pcnt Legs Won,2024
221,Jake Macmillan,CAN,56.63%,Pcnt Legs Won,2024
222,Brent Lloyd,AUS,56.63%,Pcnt Legs Won,2024
223,Max Hopp,GER,56.62%,Pcnt Legs Won,2024
224,Shingo Enomata,JPN,56.62%,Pcnt Legs Won,2024
225,Wayne McRae,NZL,56.58%,Pcnt Legs Won,2024
226,Jon-Sebastian Wright,ENG,56.56%,Pcnt Legs Won,2024
227,Hayden Robbie,ENG,56.53%,Pcnt Legs Won,2024
228,Thomas Lovely,ENG,56.52%,Pcnt Legs Won,2024
229,Cameron Crabtree,,56.5%,Pcnt Legs Won,2024
230,Ryan Searle,ENG,56.49%,Pcnt Legs Won,2024
231,Teemu Harju,FIN,56.49%,Pcnt Legs Won,2024
232,Reynaldo Rivera,PHI,56.47%,Pcnt Legs Won,2024
233,Chris Dobey,ENG,56.46%,Pcnt Legs Won,2024
234,Reece Robinson,ENG,56.44%,Pcnt Legs Won,2024
235,Craig Galliano,GIB,56.44%,Pcnt Legs Won,2024
236,Aletta Wajer,NED,56.39%,Pcnt Legs Won,2024
237,Michael van Gerwen,NED,56.35%,Pcnt Legs Won,2024
238,Oliver Mueller,GER,56.33%,Pcnt Legs Won,2024
239,Daniel Ayres,ENG,56.31%,Pcnt Legs Won,2024
240,Francesco Marcone,ITA,56.28%,Pcnt Legs Won,2024
241,Stefan Dees,NED,56.26%,Pcnt Legs Won,2024
242,Miroslaw Grudziecki,POL,56.25%,Pcnt Legs Won,2024
243,Darryl Pilgrim,ENG,56.25%,Pcnt Legs Won,2024
244,Kim Holden,ENG,56.25%,Pcnt Legs Won,2024
245,Nathan Girvan,SCO,56.24%,Pcnt Legs Won,2024
246,Toyokazu Shibata,JPN,56.22%,Pcnt Legs Won,2024
247,Keanu van Velzen,NED,56.2%,Pcnt Legs Won,2024
248,Patrick Peters,NED,56.2%,Pcnt Legs Won,2024
249,Kyle Manton,ENG,56.18%,Pcnt Legs Won,2024
250,Jannis Barkhausen,GER,56.18%,Pcnt Legs Won,2024
251,Ross Snook,CAN,56.16%,Pcnt Legs Won,2024
252,Kai Gotthardt,GER,56.15%,Pcnt Legs Won,2024
253,Steven Noster,GER,56.14%,Pcnt Legs Won,2024
254,John Michael,GRE,56.13%,Pcnt Legs Won,2024
255,Angelo Balsamo,NED,56.12%,Pcnt Legs Won,2024
256,Dennis Nilsson,SWE,56.12%,Pcnt Legs Won,2024
257,Connor Arberry,ENG,56.04%,Pcnt Legs Won,2024
258,Denise Cassidy,NIR,56.03%,Pcnt Legs Won,2024
259,Henry Coates,ENG,56.01%,Pcnt Legs Won,2024
260,Leighton Bennett,ENG,56.01%,Pcnt Legs Won,2024
261,Damian Vetjens,NED,55.98%,Pcnt Legs Won,2024
262,James Bailey,AUS,55.97%,Pcnt Legs Won,2024
263,Tom Lonsdale,ENG,55.9%,Pcnt Legs Won,2024
264,Kevin Troppmann,GER,55.89%,Pcnt Legs Won,2024
265,Adam Leek,AUS,55.88%,Pcnt Legs Won,2024
266,Nandor Pres,HUN,55.84%,Pcnt Legs Won,2024
267,Patrick Bulen,BEL,55.83%,Pcnt Legs Won,2024
268,Priscilla Steenbergen,NED,55.78%,Pcnt Legs Won,2024
269,Christian Kist,NED,55.71%,Pcnt Legs Won,2024
270,John O Shea,IRL,55.7%,Pcnt Legs Won,2024
271,Anastasia Dobromyslova,RUS,55.63%,Pcnt Legs Won,2024
272,Myles Avory,ENG,55.62%,Pcnt Legs Won,2024
273,Carlo van Peer,NED,55.59%,Pcnt Legs Won,2024
274,Nathan Potter,ENG,55.57%,Pcnt Legs Won,2024
